,DataID,FEIN,EntityName,DateOfOrganization,ActiveFlag,CleanName,CoreName,Date,bostonFlag
1007050,00le80,001092082,"VAZBERG, LLC",11/13/2012,Y,VAZBERG LLC,VAZBERG,2012-11-13,False
632591,00abk2,272849417,VAN 1 LLC,06/15/2010,Y,VANILLC,VANI,2010-06-15,False
23623,00empt,L88029634,VAN NESS TERRACE LIMITED PARTNERSHIP,09-26-1988,Y,VAN NESS TERRACE LIMITED,VAN NESS TERRACE,1988-09-26,False
569191,00itbn,042693645,"VALHALLA, INC.",10/03/1979,Y,VALHALLA INC,VALHALLA,1979-10-03,False
697753,00lpsp,001102557,VALENTIM REAL ESTATE LLC,03/19/2013,Y,VALENTIM REAL ESTATE LLC,VALENTIM,2013-03-19,False
1103741,00qcan,001290864,UYEN DANG LLC,09/14/2017,N,UYEN DANG LLC,UYEN DANG,2017-09-14,False
1121081,00hma0,001033100,"URIEL ENTERPRISES, INC.",07/26/2010,N,URIEL ENTERPRISES INC,URIEL ENTERPRISES,2010-07-26,False
986075,00m4ro,001115535,"URBAN RENEWAL VIII, LLC",09/04/2013,Y,URBAN RENEWAL VIII LLC,URBAN RENEWAL VIII,2013-09-04,False
1064138,00go5b,263877262,URBAN NEIGHBORHOOD HOMES LLC,12/16/2008,Y,URBAN NEIGHBORHOOD HOMES LLC,URBAN NEIGHBORHOOD HOMES,2008-12-16,False
1126255,00l0yc,001080058,URBAN EQUITY PARTNERS LLC,05-24-2012,Y,URBAN EQUITY PARTNERS LLC,URBAN EQUITY,2012-05-24,False
29576,00ef9e,L86024632,URBAN EDGE II LIMITED PARTNERSHIP,12/30/1986,N,URBAN EDGE II LIMITED,URBAN EDGE II,1986-12-30,False
111544,0010wb,222483475,URBAN EDGE HOUSING CORPORATION,05/31/1983,Y,URBAN EDGE HOUSING CORPORATION,URBAN EDGE HOUSING,1983-05-31,False
941408,00l8bd,001086772,"URBAN CITY, LLC",08/29/2012,Y,URBAN CITY LLC,URBAN CITY,2012-08-29,False
814786,008hi9,270816704,UPTIQ LLC,08/27/2009,Y,UPTIQ LLC,UPTIQ,2009-08-27,False
36515,00e2p4,L01736310,UPHAMS CORNER MARKET RESIDENTIAL LIMITED PARTNERSHIP,01/03/2001,Y,UPHAMS CORNER MARKET RESIDENTIAL LIMITED,UPHAMS CORNER MARKET,2001-01-03,False
1100344,00lsu5,462583412,UNITY HALL LLC,04-22-2013,Y,UNITY HALL LLC,UNITY HALL,2013-04-22,False
1216289,00teeg,001403818,UNITED REALTY PARTNERS LLC,09/25/2019,Y,UNITED REALTY PARTNERS LLC,UNITED,2019-09-25,False
770929,00i7mv,000917906,UNITARIAN UNIVERSALIST ASSOCIATION,03/04/1960,Y,UNITARIAN UNIVERSALIST ASSOCIATION,UNITARIAN UNIVERSALIST,1960-03-04,False
761886,00tzwg,001426775,UNIQUE REALTY LLC,02/20/2020,Y,UNIQUE REALTY LLC,UNIQUE,2020-02-20,False
1224654,00n5fp,001147225,UNDINE HILL REALTY LLC,09/18/2014,N,UNDINE HILL REALTY LLC,UNDINE HILL,2014-09-18,False
884097,00moo5,001132722,"UMNV 240A NEWBURY, LLC",04/03/2014,Y,UMNV 240A NEWBURY LLC,UMNV 240A NEWBURY,2014-04-03,False
884093,00mony,001132716,"UMNV 211 NEWBURY, LLC",04/03/2014,Y,UMNV 211 NEWBURY LLC,UMNV 211 NEWBURY,2014-04-03,False
1024057,00nccz,001153276,"UMNV 166 NEWBURY, LLC",12/01/2014,Y,UMNV 166 NEWBURY LLC,UMNV 166 NEWBURY,2014-12-01,False
712155,00nb9e,001152337,"UMNV 123 NEWBURY, LLC",11/18/2014,Y,UMNV 123 NEWBURY LLC,UMNV 123 NEWBURY,2014-11-18,False
881464,00mum2,001137847,UEP JBBP LLC,05/29/2014,Y,UEP JBBP LLC,UEP JBBP,2014-05-29,False
994153,00mvb5,001138467,UEP VENTURE LLC,06-05-2014,Y,UEP VENTURE LLC,UEP,2014-06-05,False
1104842,00khvq,001062927,UE APARTMENTS LLC,10/13/2011,Y,UE APARTMENTS LLC,UE,2011-10-13,False
822303,00d8ps,273362308,UDR GARRISON SQUARE LLC,09/03/2010,Y,UDR GARRISON SQUARE LLC,UDR GARRISON,2010-09-03,False
1141485,00ll1t,364752282,"UCP SCHOOLHOUSE, LLC",01/25/2013,N,UCP SCHOOLHOUSE LLC,UCP SCHOOLHOUSE,2013-01-25,False
699074,004364,201606492,"TYRONE DEVELOPMENT, LLC",09/15/2004,Y,TYRONE DEVELOPMENT LLC,TYRONE,2004-09-15,False
1006912,00anxm,264022140,TYLER HUDSON LLC,09/12/2008,Y,TYLER HUDSON LLC,TYLER HUDSON,2008-09-12,False
1052557,00qi5s,001295489,"TWIN VENTURES, LLC",10/18/2017,Y,TWIN VENTURE LLC,TWIN,2017-10-18,False
798540,002roa,000963396,TUNNEY 1 LLC,10/29/2007,Y,TUNNEYILLC,TUNNEYI,2007-10-29,False
798539,003ax8,000963394,TUNNEY 2 LLC,10/29/2007,Y,TUNNEY 2 LLC,TUNNEY 2,2007-10-29,False
1019496,0086bw,262444808,"TUAN AND THANH INVESTMENT, LLC",04/14/2008,N,TUAN AND THANH INVESTMENTS LLC,TUAN AND THANH,2008-04-14,False
51622,00dpg5,043575774,TSFH LLC,03/23/2001,Y,TSFH LLC,TSFH,2001-03-23,False
714424,00jdej,000881714,"TSANOTELIS PROPERTY MANAGEMENT, LLC",11/29/2004,Y,TSANOTELIS PROPERTIES MANAGEMENT LLC,TSANOTELIS,2004-11-29,False
1062895,00kmd1,454029915,TRUMAN HWY LJS LLC,12/13/2011,Y,TRUMAN HIGHWAY LJS LLC,TRUMAN HIGHWAY LJS,2011-12-13,False
1116510,00hcik,001024350,"TROPICANA REALTY, LLC",03/18/2010,Y,TROPICANA REALTY LLC,TROPICANA,2010-03-18,False
630245,00elyb,001016426,"TRITEX REAL ESTATE ADVISORS, INC.",11/24/2009,N,TRITEX REAL ESTATE ADVISORS INC,TRITEX ADVISORS,2009-11-24,False
652390,00752q,000815912,TRINITY TERRACE LIMITED PARTNERSHIP,04/26/2002,Y,TRINITY TERRACE LIMITED,TRINITY TERRACE,2002-04-26,False
332813,008ehc,000728418,TRINITY LUTHERAN CHURCH,11/13/2000,N,TRINITY LUTHERAN CHURCH,TRINITY LUTHERAN CHURCH,2000-11-13,False
1160966,003na2,001033398,TRINITY LUCERNE LIMITED PARTNERSHIP,07/29/2010,Y,TRINITY LUCERNE LIMITED,TRINITY LUCERNE,2010-07-29,False
1031164,00ish9,271954514,TRINITY HOUSE LLC,06/18/2009,Y,TRINITY HOUSE LLC,TRINITY HOUSE,2009-06-18,False
1160360,00j57b,271261549,"TRINITY GREEN INVESTMENTS, LLC",11/06/2009,Y,TRINITY GREEN INVESTMENTS LLC,TRINITY GREEN,2009-11-06,False
707162,00h8ht,000877994,TRINITY ASHMONT LIMITED PARTNERSHIP,10/04/2004,Y,TRINITY ASHMONT LIMITED,TRINITY ASHMONT,2004-10-04,False
440977,00d5i8,000014370,"TRINIDAD AND TOBAGO SOCIAL CLUB, INCORPORATED",12/09/1974,N,TRINIDAD AND TOBAGO SOCIAL CLUB INC,TRINIDAD AND TOBAGO SOCIAL CLUB,1974-12-09,False
1032073,00a63j,272970030,TRINCITY GROUP LLC,07/07/2010,Y,TRINCITY GROUP LLC,TRINCITY,2010-07-07,False
653118,007r9m,000816943,"TRI-CAPITAL DEVELOPMENT, LLC",05/09/2002,Y,TRI CAPITAL DEVELOPMENT LLC,TRI CAPITAL,2002-05-09,False
760790,00g1eh,000911559,"TREVISONNE, LLC",12-13-2005,Y,TREVISONNE LLC,TREVISONNE,2005-12-13,False
13915,00eyd3,L98640100, TRENTON STREET LIMITED PARTNERSHIP ,12/17/1998,Y,TRENTON ST LIMITED,TRENTON ST,1998-12-17,False
699557,00m3vl,463490852,TRENT STREET LLC,08/23/2013,Y,TRENT ST LLC,TRENT ST,2013-08-23,False
1060578,00sq65,001380357,CD TREMONT STREET LLC,04/24/2019,Y,CONDO TREMONT ST LLC,TREMONT ST,2019-04-24,False
928209,00abol,760746307,TREMONT COMMONS CORPORATION,11/28/2003,Y,TREMONT COMMONS CORPORATION,TREMONT COMMONS,2003-11-28,False
793437,00u8nj,001436137,"TREMONT REAL ESTATE,LLC",04/29/2020,Y,TREMONT REAL ESTATE LLC,TREMONT,2020-04-29,False
1047915,00mfy3,001125280,"TREMONT, LLC",01/09/2014,N,TREMONT LLC,TREMONT,2014-01-09,False
1135106,00cjvc,262588980,TREMLEY CHESTNUT LLC,04/29/2008,Y,TREMLEY CHESTNUT LLC,TREMLEY CHESTNUT,2008-04-29,False
451082,003di1,043263100,TRELL MANAGEMENT & REALTY CORP.,01/03/1995,Y,TRELL MANAGEMENT AND REALTY CORPORATION,TRELL AND,1995-01-03,False
45365,00dlf6,000719865,"TRAYNOR REALTY, LLC",09/01/2000,Y,TRAYNOR REALTY LLC,TRAYNOR,2000-09-01,False
1057472,00piqi,001253473,TRANSCEND LLC,12/28/2016,N,TRANSCEND LLC,TRANSCEND,2016-12-28,False
1059731,00ocjr,001198653,"TRAN KIM, LLC",11/23/2015,N,TRAN KIM LLC,TRAN KIM,2015-11-23,False
813260,00f6je,001003923,"TRAN, LLC",05/27/2009,N,TRAN LLC,TRAN,2009-05-27,False
742605,00flho,205236770,TRAMONTOZZI FAMILY LLC,07/01/2005,Y,TRAMONTOZZI FAMILY LLC,TRAMONTOZZI FAMILY,2005-07-01,False
682727,00iqw1,001056609,TRADITIONAL CRAFT INITIATIVE LLC,07/05/2011,Y,TRADITIONAL CRAFT INITIATIVE LLC,TRADITIONAL CRAFT INITIATIVE,2011-07-05,False
1158318,009k8l,001024793,TOWNSEND INVESTMENTS LLC,03/24/2010,N,TOWNSEND INVESTMENTS LLC,TOWNSEND,2010-03-24,False
58417,00e5j9,043405945,TOWN REALTY LLC,11/24/1997,Y,TOWN REALTY LLC,TOWN,1997-11-24,False
736584,00gq01,001217892,"TOUCHTONE ENTERPRISES, LLC",05-18-2005,Y,TOUCHTONE ENTERPRISES LLC,TOUCHTONE ENTERPRISES,2005-05-18,False
1027591,00q5yc,001282633,TOUCHSTONE APARTMENTS LLC,07/17/2017,Y,TOUCHSTONE APARTMENTS LLC,TOUCHSTONE,2017-07-17,False
1205784,00hbiy,001046851,"TOUCHSTONE PROPERTY GROUP, LLC",02/18/2011,Y,TOUCHSTONE PROPERTIES GROUP LLC,TOUCHSTONE,2011-02-18,False
985826,00m4k7,001115363,"TOUCAN CONSTRUCTION, LLC",09/03/2013,N,TOUCAN CONSTRUCTION LLC,TOUCAN CONSTRUCTION,2013-09-03,False
828025,00kl4y,001065880,TORRINGTON ONE LLC,11/28/2011,Y,TORRINGTONILLC,TORRINGTONI,2011-11-28,False
821834,00g3vc,273359221,"TORREY GATES, LLC",08/31/2010,Y,TORREY GATES LLC,TORREY GATES,2010-08-31,False
652348,0085cb,320009570,"TOPWALK, LLC",04/24/2002,N,TOPWALK LLC,TOPWALK,2002-04-24,False
1146406,00mmsz,001131191,"TOPLIFF REALTY, LLC",03/18/2014,Y,TOPLIFF REALTY LLC,TOPLIFF,2014-03-18,False
734429,00iti5,202782721,"TO LIFE MANAGEMENT, LLC",05/03/2005,N,TO LIFE MANAGEMENT LLC,TO LIFE,2005-05-03,False
409597,00av6b,000208907,"TO ANN, INC.",06/21/1984,N,TO ANN INC,TO ANN,1984-06-21,False
1034311,00flc4,270968584,"T.L. BOSTON INVESTMENT, LLC",09/21/2009,Y,TL BOSTON INVESTMENTS LLC,TL BOSTON,2009-09-21,False
43111,00difr,043496558,"TIR NA NOG, LLC",01/11/2000,Y,TIR NA NOG LLC,TIR NA NOG,2000-01-11,False
1008558,00n2tj,001144984,THORNLEY STREET REALTY LLC,08/21/2014,Y,THORNLEY ST REALTY LLC,THORNLEY ST,2014-08-21,False
531889,00ge5u,043293986,"THORNE, INCORPORATED",04/09/1996,Y,THORNE INC,THORNE,1996-04-09,False
1178585,00l5ki,001084283,"THORN TEN, LLC",07/25/2012,N,THORN 10 LLC,THORN 10,2012-07-25,False
992485,00gnb2,001049065,"THOMATT INVESTMENTS, LLC",03/22/2011,N,THOMATT INVESTMENTS LLC,THOMATT,2011-03-22,False
508609,00f5b8,042475191,THOMAS EDWARD CORP.,03/30/1972,N,THOMAS EDWARD CORPORATION,THOMAS EDWARD,1972-03-30,False
309694,007odn,042129483,THETA XI HOUSING CORPORATION,07/25/1927,Y,THETA XI HOUSING CORPORATION,THETA XI HOUSING,1927-07-25,False
393867,00adig,000275947,"THERMO-MAX, INC.",06/29/1988,N,THERMO MAX INC,THERMO MAX,1988-06-29,False
1145396,00kr0f,454437709,"THELMA FAMILY, INC.",04/22/2013,Y,THELMA FAMILY INC,THELMA FAMILY,2013-04-22,False
481281,0076fz,041897676,"TETLOW REALTY ASSOCIATES, INC.",09/29/1936,Y,TETLOW REALTY ASSOCIATION INC,TETLOW,1936-09-29,False
809692,003xqt,000936217,"TERM REALTY ASSOCIATES, LLC",10/25/2006,Y,TERM REALTY ASSOCIATION LLC,TERM,2006-10-25,False
780953,00if8h,204746045,TENT CITY APARTMENTS LLC,04/25/2006,Y,TENT CITY APARTMENTS LLC,TENT CITY,2006-04-25,False
919375,00bw85,000849006,"TENANTS' DEVELOPMENT III, LIMITED PARTNERSHIP",08/28/2003,Y,TENANTS DEVELOPMENT III LIMITED,TENANTS III,2003-08-28,False
643652,00hyg7,000815552,"TENANTS' DEVELOPMENT II,  LIMITED PARTNERSHIP",04/16/2002,Y,TENANTS DEVELOPMENT II LIMITED,TENANTS II,2002-04-16,False
775571,00j3oy,000919906,"TENANTS' DEVELOPMENT I, LIMITED PARTNERSHIP",03/22/2006,Y,TENANTS DEVELOPMENT I LIMITED,TENANTS I,2006-03-22,False
97452,0015e0,237044492,TENANTS DEVELOPMENT CORPORATION,08/20/1969,Y,TENANTS DEVELOPMENT CORPORATION,TENANTS,1969-08-20,False
761048,00elp7,593825931,"TEMPEST REAL ESTATE, LLC",12/15/2005,Y,TEMPEST REAL ESTATE LLC,TEMPEST,2005-12-15,False
909073,000oeg,001044000,"TELFORD STREET HOMEOWNERSHIP, LLC",01/10/2011,N,TELFORD ST HOMEOWNERSHIP LLC,TELFORD ST HOMEOWNERSHIP,2011-01-10,False
329338,008bze,593069391,"TAYLOR, BEAN & WHITAKER MORTGAGE CORP.",01/22/2001,N,TAYLOR BEAN AND WHITAKER MORTGAGE CORPORATION,TAYLOR BEAN AND WHITAKER,2001-01-22,False
311253,007pf4,041898630,THE TAVERN CLUB,06-13-1919,Y,TAVERN CLUB,TAVERN CLUB,1919-06-13,False
998894,00mxf5,001140296,TAURUS 523 HOLDINGS LLC,06/25/2014,Y,TAURUS 523 HOLDINGS LLC,TAURUS 523,2014-06-25,False
845162,00t7h2,001396831,TAURUS INVESTMENTS INC.,08/09/2019,Y,TAURUS INVESTMENTS INC,TAURUS,2019-08-09,False
1031943,00t3xw,001392249,"TAT HOLDINGS, LLC",07/10/2019,Y,TAT HOLDINGS LLC,TAT,2019-07-10,False
654761,002kg6,010727612,TALBOT BERNARD HOUSING LLC,06/18/2002,Y,TALBOT BERNARD HOUSING LLC,TALBOT BERNARD HOUSING,2002-06-18,False
57043,00dypc,043441817,TAHOE GROUP LLC,09/22/1998,Y,TAHOE GROUP LLC,TAHOE,1998-09-22,False
638113,00jff3,000801497,T & A PROPERTIES LLC,09/24/2001,N,T AND A PROPERTIES LLC,T AND A,2001-09-24,False
961065,00cevk,262215037,"SZETO BOSTON INVESTMENT, LLC",03/28/2008,Y,SZETO BOSTON INVESTMENTS LLC,SZETO BOSTON,2008-03-28,False
1048776,00lvdu,001107466,"SZ PROPERTY LAND TRUST, LLC",05/17/2013,Y,SZ PROPERTIES LAND TRUST LLC,SZ LAND,2013-05-17,False
715375,00dcqs,342026457,"SYNH, LLC",12/06/2004,Y,SYNH LLC,SYNH,2004-12-06,False
1184071,00llgz,001098767,"SYMPHONY BAY PROPERTIES, LLC",01/30/2013,Y,SYMPHONY BAY PROPERTIES LLC,SYMPHONY BAY,2013-01-30,False
868788,004hmx,264825738,SYD LLC,05/11/2009,Y,SYD LLC,SYD,2009-05-11,False
989234,00gz6s,000948959,SYBRACO LLC,04/09/2007,Y,SYBRACO LLC,SYBRACO,2007-04-09,False
969957,00livz,461672070,"SWEET MOUNT IDA, LLC",01/03/2013,Y,SWEET MOUNT IDA LLC,SWEET MOUNT IDA,2013-01-03,False
913584,00n78u,001148743,"SUSAN SNR 3155, LLC",10/06/2014,Y,SUSAN SNR 3155 LLC,SUSAN SNR 3155,2014-10-06,False
56773,00e3mo,043450188,"SURENIAN AND SONS, LLC",01/11/1999,Y,SURENIAN AND SONS LLC,SURENIAN AND SONS,1999-01-11,False
1062955,00kmgb,001067084,"SUNSET STREET ASSOCIATES, LLC",12/14/2011,Y,SUNSET ST ASSOCIATION LLC,SUNSET ST,2011-12-14,False
815364,00j7c1,953523796,"SUN WEST MORTGAGE COMPANY, INC.",11/24/2006,Y,SUN W MORTGAGE COMPANY INC,SUN W,2006-11-24,False
748069,003apo,000903061,"SUN CONDOS, LLC",08/12/2005,Y,SUN CONDO LLC,SUN,2005-08-12,False
582630,00k99k,000582051,SUMNER STREET HOUSING CORPORATION,07/09/1997,Y,SUMNER ST HOUSING CORPORATION,SUMNER ST HOUSING,1997-07-09,False
1054881,00tx71,001423261,SUMMIT INVESTMENTS GROUP LLC,01/30/2020,Y,SUMMIT INVESTMENTS GROUP LLC,SUMMIT,2020-01-30,False
1059990,00oct0,001198986,"SUMMER STREET, LLC",11/25/2015,Y,SUMMER ST LLC,SUMMER ST,2015-11-25,False
1214986,00ms89,001135733,SUMMER APARTMENTS HOLDINGS LLC,05-07-2014,Y,SUMMER APARTMENTS HOLDINGS LLC,SUMMER,2014-05-07,False
684546,00kpoe,001070089,"SULMONA, LLC",01/20/2012,Y,SULMONA LLC,SULMONA,2012-01-20,False
1270086,00rg5p,001331671,SULLIVAN SERVICES LLC,06/11/2018,Y,SULLIVAN SERVICES LLC,SULLIVAN,2018-06-11,False
580792,00jztb,043306783,"SULLIVAN MANAGEMENT, INC.",03/19/1996,Y,SULLIVAN MANAGEMENT INC,SULLIVAN,1996-03-19,False
931182,00dfha,320102991,"SUFFOLK/MEDFORD, LLC",01/02/2004,Y,SUFFOLK/MEDFORD LLC,SUFFOLK/MEDFORD,2004-01-02,False
719355,00autp,342030601,"SUFFOLK/BEDFORD, LLC",01/05/2005,N,SUFFOLK/BEDFORD LLC,SUFFOLK/BEDFORD,2005-01-05,False
997363,005pxc,001053778,STRETZAN LLC,05/24/2011,Y,STRETZAN LLC,STRETZAN,2011-05-24,False
57150,00dz62,043433572,"STRATHMORE/ORKNEY, LLC",09/09/1998,Y,STRATHMORE/ORKNEY LLC,STRATHMORE/ORKNEY,1998-09-09,False
48440,00dpg6,043561440,STRATHMORE ROAD COMPANY LLC,03/26/2001,Y,STRATHMORE RD COMPANY LLC,STRATHMORE RD,2001-03-26,False
1081699,00eteq,271184167,"STRATHMORE REALTY, LLC",10/26/2009,Y,STRATHMORE REALTY LLC,STRATHMORE,2009-10-26,False
620873,00bww5,000939209,STORY STREET LLC,12/12/2006,Y,STORY ST LLC,STORY ST,2006-12-12,False
15119,00erk1,L97596031,STONY BROOK VILLAGE LIMITED PARTNERSHIP,11/26/1997,N,STONY BROOK VILLAGE LIMITED,STONY BROOK VILLAGE,1997-11-26,False
21972,00eoe4,L91353119,STONY BROOK GARDENS LIMITED PARTNERSHIP,01/22/1991,Y,STONY BROOK GARDEN LIMITED,STONY BROOK GARDEN,1991-01-22,False
663844,00di8t,383666959,"STONY BROOK FARM, LLC",11/14/2002,N,STONY BROOK FARM LLC,STONY BROOK FARM,2002-11-14,False
992771,009ev8,001050534,"STONIE ENTERPRISES, LLC",04/08/2011,Y,STONIE ENTERPRISES LLC,STONIE ENTERPRISES,2011-04-08,False
631867,00dfyf,001036974,"THE STONE HOUSE AT LAKE LURE, LLC",09/27/2010,Y,STONE HOUSE AT LAKE LURE LLC,STONE HOUSE AT LAKE LURE,2010-09-27,False
1061187,00koms,001069155,"S.T.O., LLC",01/09/2012,N,STO LLC,STO,2012-01-09,False
644101,00kf27,000806935,"STEPHEN COMPANY, INC., THE",01/02/2002,N,STEPHEN COMPANY INC,STEPHEN,2002-01-02,False
1250656,00mtdk,001136750,"STELLA HEALY, LLC",05/19/2014,N,STELLA HEALY LLC,STELLA HEALY,2014-05-19,False
833210,00kyi5,001077888,"STEFFANO RESIDENTIAL FUND II, LLC",04/26/2012,Y,STEFFANO RESIDENTIAL FUND II LLC,STEFFANO FUND II,2012-04-26,False
833155,00kyi9,001077892,"STEFFANO RESIDENTIAL FUND I, LLC",04/26/2012,Y,STEFFANO RESIDENTIAL FUND I LLC,STEFFANO FUND I,2012-04-26,False
1130518,009j45,000970660,"STARS REALTY GROUP, LLC",02/06/2008,N,STARS REALTY GROUP LLC,STARS,2008-02-06,False
824623,001mgi,451185624,"STARIAN INVESTMENTS, LLC",03/29/2011,Y,STARIAN INVESTMENTS LLC,STARIAN,2011-03-29,False
835431,00l247,455456921,STARBOARD VENTURES LLC,06/11/2012,N,STARBOARD VENTURE LLC,STARBOARD,2012-06-11,False
1271087,00lcui,461264653,STANWOOD STREET LLC,10/25/2012,Y,STANWOOD ST LLC,STANWOOD ST,2012-10-25,False
27389,00ehj4,L86317149,STANDARD STREET LIMITED PARTNERSHIP,01/10/1985,Y,STANDARD ST LIMITED,STANDARD ST,1985-01-10,False
1111851,00m60y,463682228,STANDARD DORCHESTER LLC,09/18/2013,Y,STANDARD DORCHESTER LLC,STANDARD DORCHESTER,2013-09-18,False
1137135,00tdon,001402888,"STANDARD HOLDINGS, LLC",09/20/2019,Y,STANDARD HOLDINGS LLC,STANDARD,2019-09-20,False
1179573,00kalq,001055715,STAMATOS FAMILY PROPERTIES LLC,06/21/2011,Y,STAMATOS FAMILY PROPERTIES LLC,STAMATOS FAMILY,2011-06-21,False
91325,0008p1,666002902,"ST.MARY'S ALBANIAN ORTHODOX DIOCESE HOUSE,INC.",06/04/1959,Y,ST MARY S ALBANIAN ORTHODOX ARCHDIOCESE HOUSE INC,ST MARY S ALBANIAN ORTHODOX ARCHDIOCESE HOUSE,1959-06-04,False
867949,00lxyf,001109725,ST. GERMAIN STREET REALTY LLC,06/17/2013,Y,ST GERMAIN ST REALTY LLC,ST GERMAIN ST,2013-06-17,False
691129,008p5a,770636084,"ST. BOTOLPH STREET 169, LLC",05/24/2004,Y,ST BOTOLPH ST 169 LLC,ST BOTOLPH ST 169,2004-05-24,False
27139,00ei91,L86321152,ST. BOTOLPH STREET ASSOCIATES LIMITED PARTNERSHIP,09/13/1971,Y,ST BOTOLPH ST ASSOCIATION LIMITED,ST BOTOLPH ST,1971-09-13,False
37422,00e607,L00692855,ST. BOTOLPH ASSISTED LIVING LIMITED PARTNERSHIP,02/09/2000,Y,ST BOTOLPH ASSISTED LIVING LIMITED,ST BOTOLPH ASSISTED LIVING,2000-02-09,False
955152,0067w8,270375937,ST. ALPHONSUS STREET 174 LLC,08/04/2008,N,ST ALPHONSUS ST 174 LLC,ST ALPHONSUS ST 174,2008-08-04,False
955164,0004st,270375823,ST. ALPHONSUS STREET 172 LLC,08/04/2008,N,ST ALPHONSUS ST 172 LLC,ST ALPHONSUS ST 172,2008-08-04,False
1219811,00n02x,001142579,SRH STONY BROOK LLC,07/24/2014,Y,SRH STONY BROOK LLC,SRH STONY BROOK,2014-07-24,False
907054,003iac,200069331,SR MINC LLC,07/03/2003,Y,SR MINC LLC,SR M,2003-07-03,False
149944,002eji,043152499,"SPRINGHOUSE, INC.",04/17/1992,Y,SPRINGHOUSE INC,SPRINGHOUSE,1992-04-17,False
45142,00dm6s,000683048,SPRING GARDEN PARTNERS LLC,12-07-1999,Y,SPRING GARDEN PARTNERS LLC,SPRING GARDEN,1999-12-07,False
189075,003qe3,042935184,"SPOFFORD HOUSING COOPERATIVE, INC.",07/22/1986,Y,SPOFFORD HOUSING COOPERATIVE INC,SPOFFORD HOUSING,1986-07-22,False
357327,0098hm,000487054,"SPIRITO, INC.",01/03/1995,N,SPIRITO INC,SPIRITO,1995-01-03,False
378779,009x4g,043128638,"SPIRITCO, INC.",04/08/1991,Y,SPIRITCO INC,SPIRITCO,1991-04-08,False
831423,00h65s,000950305,"SPICE STREET, LLC",04/27/2007,Y,SPICE ST LLC,SPICE ST,2007-04-27,False
1222990,00tmm2,001412481,SPECTRUM COMPANY LLC.,11/21/2019,Y,SPECTRUM COMPANY LLC,SPECTRUM,2019-11-21,False
696597,00jdlh,000874968,SPECTACULAR REALTY LLC,08/24/2004,Y,SPECTACULAR REALTY LLC,SPECTACULAR,2004-08-24,False
848686,00pcbn,001245127,"SPECIALTY MANAGERS GROUP, LLC",10/22/2016,Y,SPECIALTY MANAGERS GROUP LLC,SPECIALTY,2016-10-22,False
15333,00ewbj,L97587687,SPECIALTY MANAGEMENT SERVICES LIMITED PARTNERSHIP,09/05/1997,Y,SPECIALTY MANAGEMENT SERVICES LIMITED,SPECIALTY,1997-09-05,False
754414,00jdcc,203487102,SPAR 25 LLC,10/14/2005,Y,SPAR 25 LLC,SPAR 25,2005-10-14,False
793707,00gs3s,000956353,SPANGLE HILL REALTY LLC,07/19/2007,N,SPANGLE HILL REALTY LLC,SPANGLE HILL,2007-07-19,False
1228872,00hslu,001034179,"SOWON PROPERTIES, LLC",08-11-2010,Y,SOWON PROPERTIES LLC,SOWON,2010-08-11,False
756832,0064mr,000908916,SORELLA GARDNER STREET LLC,11/02/2005,Y,SORELLA GARDNER ST LLC,SORELLA GARDNER ST,2005-11-02,False
26012,00ej1w,L86342130,SOPHINE LIMITED PARTNERSHIP,10/09/1984,Y,SOPHINE LIMITED,SOPHINE,1984-10-09,False
94220,000k9z,042171194,"SONS OF DIVINE PROVIDENCE, INC.",10/17/1949,Y,SONS OF DIVINE PROVIDENCE INC,SONS OF DIVINE PROVIDENCE,1949-10-17,False
877067,00dvcw,300268183,SONOMA MAPLE SCHUYLER LLC,08/02/2004,Y,SONOMA MAPLE SCHUYLER LLC,SONOMA MAPLE SCHUYLER,2004-08-02,False
1011504,00ku3a,001074058,"SOMML, LLC",03/08/2012,Y,SOMML LLC,SOMML,2012-03-08,False
317134,007u2w,041850150,SOMERSET CLUB,05/11/1925,Y,SOMERSET CLUB,SOMERSET CLUB,1925-05-11,False
735083,00tqjp,001416596,"SOLOMON, LLC",12/20/2019,Y,SOLOMON LLC,SOLOMON,2019-12-20,False
870698,00m2va,001114009,SOLEY STREET LLC,08/13/2013,N,SOLEY ST LLC,SOLEY ST,2013-08-13,False
893617,00iewr,001013859,"SOKOL ENTERPRISES, LLC",12/02/2009,Y,SOKOL ENTERPRISES LLC,SOKOL ENTERPRISES,2009-12-02,False
226748,004t32,042736725,"SOJOURNER HOUSE,INC.",07/03/1981,Y,SOJOURNER HOUSE INC,SOJOURNER HOUSE,1981-07-03,False
16671,00euk4,L96524018,SOHO REALTY LIMITED PARTNERSHIP,01/12/1996,Y,SOHO REALTY LIMITED,SOHO,1996-01-12,False
801101,00jxzi,000966809,"SO. HUNTINGTON AVE, LLC",12/18/2007,Y,SO HUNTINGTON AVE LLC,SO HUNTINGTON AVE,2007-12-18,False
1099099,009uko,000976266,SNOW STREET LLC,04/22/2008,N,SNOW ST LLC,SNOW ST,2008-04-22,False
794016,00cz87,205271017,"SNJ, LLC",07/26/2006,Y,SNJ LLC,SNJ,2006-07-26,False
770705,00b90z,000917703,SMZ ASSOCIATES LLC,02/27/2006,Y,SMZ ASSOCIATION LLC,SMZ,2006-02-27,False
